Image Filename,Caption,Cleaned Caption
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_48.jpeg,Amazing news just dropped this #EarthDay! EPA selects 60 recipients for Solar for All grants a major step towards bringing affordable solar power to over 900000 homes. With the Biden-Harris Administration awarding $7 billion in grants were not just saving low-income Americans approximately $350 million annually but also advancing environmental justice nationwide. This is a #BIGDEAL!At Climate Reality were committed to supporting frontline communities impacted by #fossilfuels and climate change through our work everyday. It s with the help of our community that we can #LeadOnClimate and support those most impacted by the climate and environmental crisis. This Earth Day consider donating to us to help continue our efforts in leading on #climatechange!bit.ly/GiveEarthDay24,amazing news just dropped this #earthday epa selects 60 recipients for solar for all grants a major step towards bringing affordable solar power to over 900000 homes with the bidenharris administration awarding 7 billion in grants were not just saving lowincome americans approximately 350 million annually but also advancing environmental justice nationwide this is a #bigdealat climate reality were committed to supporting frontline communities impacted by #fossilfuels and climate change through our work everyday it s with the help of our community that we can #leadonclimate and support those most impacted by the climate and environmental crisis this earth day consider donating to us to help continue our efforts in leading on #climatechangebitlygiveearthday24
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_49.jpeg,What better way to end day two of our ClimateReality training than by coming together to say #ActOnClimate and #EndFossilFuels now! Today was filled with learning about how we can center community lean into resilience and resources and transition to clean energy in a just and sustainable way. #LeadWithClimateRealityThanks Global Shapers! ----------shaperistanbul londonshapersii londonshapersiii globalshaperstirana globalshapersprague globashaperssantander globalshapersbilbao shapershel milanshapers globalshapersmalmo globalshapersbucharest globalshapersthehague globalshapersathens globalshaperssa,what better way to end day two of our climatereality training than by coming together to say #actonclimate and #endfossilfuels now today was filled with learning about how we can center community lean into resilience and resources and transition to clean energy in a just and sustainable way #leadwithclimaterealitythanks global shapers shaperistanbul londonshapersii londonshapersiii globalshaperstirana globalshapersprague globashaperssantander globalshapersbilbao shapershel milanshapers globalshapersmalmo globalshapersbucharest globalshapersthehague globalshapersathens globalshaperssa
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_50.jpeg,On the final day of the WorldBanks bi-annual spring meeting Climate Reality showed up on its doorstep with a coalition of other organizations to demand bold and urgent climate action. Although there have been hopeful signs that the bank is moving in the right direction on #climatefinance we are concerned that the bank is failing to fully meet the scale and urgency of this moment. The bank has to stop funding all #fossilfuels   now. Join us and take action now! #Linkinbio.,on the final day of the worldbanks biannual spring meeting climate reality showed up on its doorstep with a coalition of other organizations to demand bold and urgent climate action although there have been hopeful signs that the bank is moving in the right direction on #climatefinance we are concerned that the bank is failing to fully meet the scale and urgency of this moment the bank has to stop funding all #fossilfuels now join us and take action now #linkinbio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_51.jpeg,If you care about the planet you know we need to #EndFossilFuels. The WorldBank needs to step up and stop funding the stuff that s destroying our planet. Join us in holding them accountable at bit.ly/24WB.,if you care about the planet you know we need to #endfossilfuels the worldbank needs to step up and stop funding the stuff that s destroying our planet join us in holding them accountable at bitly24wb
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_52.jpeg,World leaders have a choice: protect people or protect #fossilfuels. You can t have both. Join us in demanding leaders create a clear path forward to phase out fossil fuels and hold the 1.5 C goal. Stand with us to push for action with our link in bio. #DearWorldLeaders,world leaders have a choice protect people or protect #fossilfuels you can t have both join us in demanding leaders create a clear path forward to phase out fossil fuels and hold the 15 c goal stand with us to push for action with our link in bio #dearworldleaders
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_53.jpeg,Funding frozen. Communities left in limbo. The $7 billion Solar for All program was set to bring clean energy and lower energy costs to low-income families in our communities. But now? epagov under the new administration just cut off access to the funds for the cities states and groups running the programs   despite contracts already being signed and consequences hurting the most vulnerable. Unfortunately grant recipients for this work woke up to find themselves locked out of the grant portal with no warning no accountability and no true point of contact. Even after a federal judge blocked the spending freeze EPA has still refused to restore access to the funds! This isn t just bureaucratic chaos   it s an intentional attack on clean energy and the communities that need it most. The money is there. The projects were ready. People were ready and invested. Now they re stalled while the administration claims it s reviewing processes. Or whatever that means. This is morally and likely legally wrong. We cannot keep failing our most vulnerable.,funding frozen communities left in limbo the 7 billion solar for all program was set to bring clean energy and lower energy costs to lowincome families in our communities but now epagov under the new administration just cut off access to the funds for the cities states and groups running the programs despite contracts already being signed and consequences hurting the most vulnerable unfortunately grant recipients for this work woke up to find themselves locked out of the grant portal with no warning no accountability and no true point of contact even after a federal judge blocked the spending freeze epa has still refused to restore access to the funds this isn t just bureaucratic chaos it s an intentional attack on clean energy and the communities that need it most the money is there the projects were ready people were ready and invested now they re stalled while the administration claims it s reviewing processes or whatever that means this is morally and likely legally wrong we cannot keep failing our most vulnerable
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_54.jpeg,Happy #EarthDay everyone! What will you do to show our planet you care today? We must find a way to extend the love we have for our planet on Earth Day every day. Like this post if you are thankful to live on such a beautiful planet.,happy #earthday everyone what will you do to show our planet you care today we must find a way to extend the love we have for our planet on earth day every day like this post if you are thankful to live on such a beautiful planet
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_55.jpeg,Our hearts go out to those affected by Hurricane #Helene and we hope for a fast and full recovery ahead. The #climatecrisis is real. It s happening now. And people are paying the price.Click the link in our bio for ways to help.,our hearts go out to those affected by hurricane #helene and we hope for a fast and full recovery ahead the #climatecrisis is real it s happening now and people are paying the priceclick the link in our bio for ways to help
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_56.jpeg,Vote Early Day is today! Most voters can vote before Election Day check your status find your polling place and join us in making a difference for our future at https://bit.ly/register2turnout24! #2024Elections #TOTV,vote early day is today most voters can vote before election day check your status find your polling place and join us in making a difference for our future at #2024elections #totv
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_57.jpeg,Join us in Paris 28 30 March to learn about our climate progress since the Paris Agreement the work ahead and how you can help raise ambition at COP 30 and beyond. Become part of the Climate Reality Leadership Corps and #actonclimate   apply now for this free training! Link in our bio.,join us in paris 28 30 march to learn about our climate progress since the paris agreement the work ahead and how you can help raise ambition at cop 30 and beyond become part of the climate reality leadership corps and #actonclimate apply now for this free training link in our bio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_58.jpeg,Lets rebuild the fashion industry based on our values and not those of the #fossilfuel industry by phasing out of synthetic fibers mitigating our climate impact and supporting a sustainable future for all. #EndFossilFuels#LeadWithClimateReality #fastfashion #fashion #sustainableclothing #climateaction,lets rebuild the fashion industry based on our values and not those of the #fossilfuel industry by phasing out of synthetic fibers mitigating our climate impact and supporting a sustainable future for all #endfossilfuels#leadwithclimatereality #fastfashion #fashion #sustainableclothing #climateaction
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_59.jpeg,Speeches won t stop global warming. Phasing out fossil fuels can. #StopFundingFossilFuels. We need ambitious plans to do it starting at #COP29. Tell world leaders to deliver real climate solutions now at the link in our bio.,speeches won t stop global warming phasing out fossil fuels can #stopfundingfossilfuels we need ambitious plans to do it starting at #cop29 tell world leaders to deliver real climate solutions now at the link in our bio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_60.jpeg,The Trump Administration just made it harder for Americans to access affordable clean energy harder for communities to recover from disasters and harder for states to fight the climate crisis. Meanwhile fossil fuel CEOs are celebrating. Tell Congress: Don t let them get away with it. Link in our bio for more info.,the trump administration just made it harder for americans to access affordable clean energy harder for communities to recover from disasters and harder for states to fight the climate crisis meanwhile fossil fuel ceos are celebrating tell congress don t let them get away with it link in our bio for more info
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_61.jpeg,The Paris #Olympics2024 kicks off today! As athletes and fans fill the city theres a big concern over unprecedented extreme heat. Heat waves could impact performance and future events lets #EndFossilFuel to protect the games!#Paris2024 #OlympicDay #RoadToParis2024 #Paralympics #OlympicGames #Olympics #ParisOlympics,the paris #olympics2024 kicks off today as athletes and fans fill the city theres a big concern over unprecedented extreme heat heat waves could impact performance and future events lets #endfossilfuel to protect the games#paris2024 #olympicday #roadtoparis2024 #paralympics #olympicgames #olympics #parisolympics
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_62.jpeg,Today marks two years since the #InflationReductionAct was passed. It s more than just policy it s progress. In 2023 it has made #cleanenergy more accessible saving 3.4 million households $8 billion and helping drive down emissions. But progress doesn t stop here. We must continue to push politicians and world leaders to transition to clean energy and save our planet. Discover the full story in our blog (link in bio).,today marks two years since the #inflationreductionact was passed it s more than just policy it s progress in 2023 it has made #cleanenergy more accessible saving 34 million households 8 billion and helping drive down emissions but progress doesn t stop here we must continue to push politicians and world leaders to transition to clean energy and save our planet discover the full story in our blog link in bio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_63.jpeg,We agree antonioguterres. It is not too late to do something about climate change but we must #ActOnClimate now.,we agree antonioguterres it is not too late to do something about climate change but we must #actonclimate now
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_64.jpeg,#StandForClimate Every signature counts. Every voice matters. Let s show Congress how powerful we are when we stand together for the planet. Click the link in our bio to sign our petition.,#standforclimate every signature counts every voice matters let s show congress how powerful we are when we stand together for the planet click the link in our bio to sign our petition
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_65.jpeg,2024 was a year of ups and downs historic challenges inspiring progress and incredible action from people like you. Truly we couldn t have done this without you  . In 2025 the path ahead won t be easy. But we re hopeful and ready to keep moving forward. With milestones like COP 30 in Brazil on the horizon the stakes couldn t be higher but neither could our determination. Together we can make this year a game-changer for climate solutions clean energy and a better future for all.,2024 was a year of ups and downs historic challenges inspiring progress and incredible action from people like you truly we couldn t have done this without you in 2025 the path ahead won t be easy but we re hopeful and ready to keep moving forward with milestones like cop 30 in brazil on the horizon the stakes couldn t be higher but neither could our determination together we can make this year a gamechanger for climate solutions clean energy and a better future for all
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_66.jpeg,We re #100DaysOut from US Election Day and with so much uncertainty about the future of our democracy and planet what happens in the next 100 days will shape our future for generations to come. That s why this is the perfect time to reflect on your hopes and dreams for this country and communities nationwide. Everything we care about is on the line. Are you ready to use your voice and vote? Check your status and plan ahead: bit.ly/3XG0yiY #GOTV,we re #100daysout from us election day and with so much uncertainty about the future of our democracy and planet what happens in the next 100 days will shape our future for generations to come that s why this is the perfect time to reflect on your hopes and dreams for this country and communities nationwide everything we care about is on the line are you ready to use your voice and vote check your status and plan ahead bitly3xg0yiy #gotv
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_67.jpeg,And paying rent today is already tough. The choice to #ActOnClimate isn t a hard one   it s the only one.,and paying rent today is already tough the choice to #actonclimate isn t a hard one it s the only one
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_68.jpeg,climatereality s own Ryan Towell gives an update from #OnthegroundCOP29 in Baku Azerbaijan to recap the first few days and highlight what s more to come.,climatereality s own ryan towell gives an update from #onthegroundcop29 in baku azerbaijan to recap the first few days and highlight what s more to come
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_69.jpeg,Sociologist Yossef Ben-Meir reminds us to never underestimate what one person  or a group  can achieve in the face of adversity. The power of collective climate action is in our hands. We need to #ActOnClimate now not later.,sociologist yossef benmeir reminds us to never underestimate what one person or a group can achieve in the face of adversity the power of collective climate action is in our hands we need to #actonclimate now not later
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_70.jpeg,It s time for the #WorldBank to honor its mission. Stop funding #fossilfuels and fund just clean energy for a livable planet.Join us online and in person on October 25 for a day of action. Learn more in our bio   #endfossilfuels,it s time for the #worldbank to honor its mission stop funding #fossilfuels and fund just clean energy for a livable planetjoin us online and in person on october 25 for a day of action learn more in our bio #endfossilfuels
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_71.jpeg,Rome isnt just a city of history its a place where the future of climate advocacy is taking shape. Become part of the Climate Reality Leadership community by attending a training from 28-30 June and join leaders like Vice President Al Gore and climate advocates and experts from the region to fight for our planet. Apply to attend the training. It s free: BIT.LY/JOINROME24,rome isnt just a city of history its a place where the future of climate advocacy is taking shape become part of the climate reality leadership community by attending a training from 2830 june and join leaders like vice president al gore and climate advocates and experts from the region to fight for our planet apply to attend the training it s free bitlyjoinrome24
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_72.jpeg,We must actively and consistently engage with our world and with each other. The extraordinary Raventhesciencemaven is right. What actions do you take for our #Earth? Tell us in the comments and learn how you can contribute to a healthier planet follow us climatereality #IsOurPlanetHappy #ClimateChange #StayActive,we must actively and consistently engage with our world and with each other the extraordinary raventhesciencemaven is right what actions do you take for our #earth tell us in the comments and learn how you can contribute to a healthier planet follow us climatereality #isourplanethappy #climatechange #stayactive
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_73.jpeg,Energy dominance  works out great for wealthy oil and gas companies. But for the rest of us and the planet not at all. The Trump Administration s attack on clean energy means higher prices and worsening climate change. It s that simple   and unacceptable. #StandForScience #ActOnClimate #PeopleOverProfit,energy dominance works out great for wealthy oil and gas companies but for the rest of us and the planet not at all the trump administration s attack on clean energy means higher prices and worsening climate change it s that simple and unacceptable #standforscience #actonclimate #peopleoverprofit
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_74.jpeg,Next month s G7 summit is a chance for leaders of major economies to chart a common path forward on energy and climate finance. We ll be watching for three key outcomes to build momentum for the ambitious finance agreement we need at #COP29 in November. #ActOnClimate #LeadOnClimate,next month s g7 summit is a chance for leaders of major economies to chart a common path forward on energy and climate finance we ll be watching for three key outcomes to build momentum for the ambitious finance agreement we need at #cop29 in november #actonclimate #leadonclimate
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_75.jpeg,We don t own the planet we re just residents here. It s our job to take care of it. #IsOurPlanetHappy#ActOnClimate,we don t own the planet we re just residents here it s our job to take care of it #isourplanethappy#actonclimate
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_76.jpeg,Earlier today we were outside the WorldBank and White House for #WBActionDay with a strong message: #StopFundingFossilFuels. It s time for the Bank to support a #JustCleanEnergy transition that benefits communities around the world. Join us take action and let s create a better future together. Link in our bio.,earlier today we were outside the worldbank and white house for #wbactionday with a strong message #stopfundingfossilfuels it s time for the bank to support a #justcleanenergy transition that benefits communities around the world join us take action and let s create a better future together link in our bio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_77.jpeg,The world needs climate action. And needs it now. Introducing the REALITY  Tour   a movement to build the political will public momentum and ambition for bold climate action at the UN s COP 30 climate summit in Brazil. Sign up now. Click the link in bio for more information. #REALITYTour25 #ActOnClimate #LeadWithClimateReality #ThisIsREALITY,the world needs climate action and needs it now introducing the reality tour a movement to build the political will public momentum and ambition for bold climate action at the un s cop 30 climate summit in brazil sign up now click the link in bio for more information #realitytour25 #actonclimate #leadwithclimatereality #thisisreality
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_78.jpeg,A federal funding freeze sounds harmless-- like pressing pause. But in reality it means breaking promises to communities families and workers across the US.   No support for families rebuilding from climate disasters   No help for rural communities saving money with solar   No funding for companies creating good jobs And guess who s behind this? Russell Vought co-author of #Project2025. He s close to becoming director of OMB and we re already seeing the consequences. This cannot stand. Call your senators NOW: (202) 224-3121 or click the link in our bio and tell them to vote NO.,a federal funding freeze sounds harmless like pressing pause but in reality it means breaking promises to communities families and workers across the us no support for families rebuilding from climate disasters no help for rural communities saving money with solar no funding for companies creating good jobs and guess who s behind this russell vought coauthor of #project2025 he s close to becoming director of omb and we re already seeing the consequences this cannot stand call your senators now 202 2243121 or click the link in our bio and tell them to vote no
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_79.jpeg,The Trump Administration is hitting pause on billions in clean energy funding   leaving states nonprofits and families in limbo. What does this mean for you? Higher energy costs more pollution and increasing climate destruction. Tell Congress: Protect climate investments NOW. Link in our bio for more information.,the trump administration is hitting pause on billions in clean energy funding leaving states nonprofits and families in limbo what does this mean for you higher energy costs more pollution and increasing climate destruction tell congress protect climate investments now link in our bio for more information
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_80.jpeg,Big Oil profits while we re seeing the impact of fossil fuels everywhere   from more extreme floods to more extreme wildfires. But this doesn t have to be our reality. This #GivingTuesday every dollar you gift will be matched up to $55000 doubling your impact in the fight to protect our planet for ourselves and future generations. Link in bio,big oil profits while we re seeing the impact of fossil fuels everywhere from more extreme floods to more extreme wildfires but this doesn t have to be our reality this #givingtuesday every dollar you gift will be matched up to 55000 doubling your impact in the fight to protect our planet for ourselves and future generations link in bio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_81.jpeg,Major #ClimateWin led by Green Ring Award Winner Sandy Field and the amazing team at Climate Reality Susquehanna Valley Chapter saveoursusquehannapa! Yesterday Encina Development Group scrapped plans for a harmful chemical facility in Point Township Pennsylvania. The chapter s relentless efforts including research rallying and collaboration with environmental allies made this victory possible. Climate Reality is proud to have supported these incredible advocates as they exposed Encinas #greenwashing and halted the project! This is how you #LeadOnClimate and congratulations to all of our chapter volunteers - change is possible because of you!,major #climatewin led by green ring award winner sandy field and the amazing team at climate reality susquehanna valley chapter saveoursusquehannapa yesterday encina development group scrapped plans for a harmful chemical facility in point township pennsylvania the chapter s relentless efforts including research rallying and collaboration with environmental allies made this victory possible climate reality is proud to have supported these incredible advocates as they exposed encinas #greenwashing and halted the project this is how you #leadonclimate and congratulations to all of our chapter volunteers change is possible because of you
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_82.jpeg,UAEs new $30 billion climate fund supports fossil fuels. The UAEs new ALT RRA climate fund was supposed to support energy transition. Instead its propping up a gas pipeline in North America.Energy transition means ending fossil fuels. End of story. Learn more about how UAEs ALT RRA is backing gas despite #COP28 climate pledges at climatechangenews.com.,uaes new 30 billion climate fund supports fossil fuels the uaes new alt rra climate fund was supposed to support energy transition instead its propping up a gas pipeline in north americaenergy transition means ending fossil fuels end of story learn more about how uaes alt rra is backing gas despite #cop28 climate pledges at climatechangenewscom
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_83.jpeg,We re excited to share that the 56th Climate Reality Leadership Corps training kicks off tomorrow here in Rome! Stay tuned to our social media channels climatereality and climaterealityeurope to see what happens at our trainings and how you can take action too!#LeadWithClimateReality #Actonclimate,we re excited to share that the 56th climate reality leadership corps training kicks off tomorrow here in rome stay tuned to our social media channels climatereality and climaterealityeurope to see what happens at our trainings and how you can take action too#leadwithclimatereality #actonclimate
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_84.jpeg,Rollie Williams is right! Make a difference by joining a local group. You can connect with a ClimateReality chapter near you or branch by clicking the link in our bio. #IsOurPlanetHappy,rollie williams is right make a difference by joining a local group you can connect with a climatereality chapter near you or branch by clicking the link in our bio #isourplanethappy
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_85.jpeg,We have a responsibility to lead the way in advocating for #cleanenergy and climate action. Together we will create a brighter future for ourselves and generations to come. #LeadOnClimate #saveourplanet,we have a responsibility to lead the way in advocating for #cleanenergy and climate action together we will create a brighter future for ourselves and generations to come #leadonclimate #saveourplanet
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_86.jpeg,We asked and they answered! Listen to what our training in Rome meant to our amazing new Climate Reality Leaders. We are excited to see how the nearly one thousand people who joined us for three days will #ActonClimate and #LeadwithClimateReality to make a difference.,we asked and they answered listen to what our training in rome meant to our amazing new climate reality leaders we are excited to see how the nearly one thousand people who joined us for three days will #actonclimate and #leadwithclimatereality to make a difference
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_87.jpeg,Dont miss out on this opportunity to learn more about upcoming funding opportunities for #environmentaljustice organizations! Join Climate Reality and Environmental Protection Network (EPN) environmentalprotectionnetwork for a 1 hour webinar workshop on Tuesday April 30. Secure your spot now!bit.ly/4bc1MpW,dont miss out on this opportunity to learn more about upcoming funding opportunities for #environmentaljustice organizations join climate reality and environmental protection network epn environmentalprotectionnetwork for a 1 hour webinar workshop on tuesday april 30 secure your spot nowbitly4bc1mpw
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_88.jpeg,Ten years after 196 countries promised to stop global warming with the Paris Agreement emissions and temperatures are still rising. Disinformation is spreading   and time is running out. It s time to act. Join the REALITY  Tour this year and be part of the movement as we build the political will public momentum and ambition for bold climate action at the UN s COP 30 climate summit in Brazil. Here s how you can get involved:   Global In-Person Advocacy Trainings: Join us in Paris Nairobi Rio and Ulaanbaatar for major in-person multi-day trainings.   Branch-Led Local Trainings: Watch former US Vice President algore s climate presentation and engage with expert-led sessions tailored to local challenges and solutions.   Online Global Experience: For the first time activists worldwide can experience Vice President Gore s climate presentation in 12 languages via a digital platform. This is your moment. Sign up now to get on the list and be the first to know when applications open.  #REALITYTour25 #ActOnClimate #LeadWithClimateReality #ThisIsREALITY,ten years after 196 countries promised to stop global warming with the paris agreement emissions and temperatures are still rising disinformation is spreading and time is running out it s time to act join the reality tour this year and be part of the movement as we build the political will public momentum and ambition for bold climate action at the un s cop 30 climate summit in brazil here s how you can get involved global inperson advocacy trainings join us in paris nairobi rio and ulaanbaatar for major inperson multiday trainings branchled local trainings watch former us vice president algore s climate presentation and engage with expertled sessions tailored to local challenges and solutions online global experience for the first time activists worldwide can experience vice president gore s climate presentation in 12 languages via a digital platform this is your moment sign up now to get on the list and be the first to know when applications open #realitytour25 #actonclimate #leadwithclimatereality #thisisreality
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_89.jpeg,Its a time for hope - Donnel Baird founder of blocpower power. Can you answer the question what gives you #climatehope that we will turn around our current climate crisis? Tell us in the comments. #IsOurPlanetHappy,its a time for hope donnel baird founder of blocpower power can you answer the question what gives you #climatehope that we will turn around our current climate crisis tell us in the comments #isourplanethappy
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_90.jpeg,The science is clear. The moment is now. And as president and CEO of ClimateReality Phyllis Cuttino is helping turn urgency into action   fighting for bold climate policies a just transition and clean energy solutions that create a livable future for all. Because when we #StandForScience we stand for people progress and the planet. This is one of many reasons we celebrate the women who have shaped history   in the past today and every day moving forward. This #WomenHistoryMonth we honor the women leading the fight for change because history isn t just in the past - it s being written right now.,the science is clear the moment is now and as president and ceo of climatereality phyllis cuttino is helping turn urgency into action fighting for bold climate policies a just transition and clean energy solutions that create a livable future for all because when we #standforscience we stand for people progress and the planet this is one of many reasons we celebrate the women who have shaped history in the past today and every day moving forward this #womenhistorymonth we honor the women leading the fight for change because history isn t just in the past it s being written right now
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_91.jpeg,We asked and they answered! Listen to what our training in Rome meant to our amazing new Climate Reality Leaders. We are excited to see how the nearly one thousand people who joined us for three days will #ActonClimate and #LeadwithClimateReality to make a difference.,we asked and they answered listen to what our training in rome meant to our amazing new climate reality leaders we are excited to see how the nearly one thousand people who joined us for three days will #actonclimate and #leadwithclimatereality to make a difference
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_92.jpeg,Watch as climatereality s Ryan Towell recaps of the first week of #cop29 and outlines a troubling new report on the presence of fossil fuel interests at this year s climate summit. Stay tuned for more updates. #onthegroundcop29,watch as climatereality s ryan towell recaps of the first week of #cop29 and outlines a troubling new report on the presence of fossil fuel interests at this year s climate summit stay tuned for more updates #onthegroundcop29
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_93.jpeg,Jim Skea Chairman of IPCC is right. We have the resources and technologies to #EndFossilFuels and transition to clean energy worldwide. Our leaders #OntheGroundatCOP29 must set a timeline to phase out fossil fuels provide real climate finance to Global South nations and commit to ambitious plans to stop rising temperatures. The COP process must keep progress moving forward.,jim skea chairman of ipcc is right we have the resources and technologies to #endfossilfuels and transition to clean energy worldwide our leaders #onthegroundatcop29 must set a timeline to phase out fossil fuels provide real climate finance to global south nations and commit to ambitious plans to stop rising temperatures the cop process must keep progress moving forward
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_94.jpeg,Multilateral development bank reform is needed if we re going to achieve our climate goals and get Global South nations the fair credit they need to eradicate poverty. Learn more in our latest blog: https://www.climaterealityproject.org/blog/what-reform-world-bank-might-look.,multilateral development bank reform is needed if we re going to achieve our climate goals and get global south nations the fair credit they need to eradicate poverty learn more in our latest blog
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_95.jpeg,Despite US promises the US Export-Import Bank still funds fossil projects overseas. This week the U.S. Treasury can join allies in ending the practice & agree to stop funding dirty energy abroad via export credit agencies. There is a right choice.,despite us promises the us exportimport bank still funds fossil projects overseas this week the us treasury can join allies in ending the practice agree to stop funding dirty energy abroad via export credit agencies there is a right choice
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_96.jpeg,Think you ve got what it takes to create real change? We re here to help! Register for our virtual training and become the leader we need to change the world. Drop Im In below for the link to register! #CRUSVirtual,think you ve got what it takes to create real change we re here to help register for our virtual training and become the leader we need to change the world drop im in below for the link to register #crusvirtual
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_97.jpeg,Recently he s explored Indonesia and Bangladesh but climate change will alter these favorite places in the next decade.   Hear matteo.wards thoughts on how our actions today could shape the future.#IsOurPlanetHappy #ActonClimate #ClimateChangeImpact #FutureOfTravel #ActNow,recently he s explored indonesia and bangladesh but climate change will alter these favorite places in the next decade hear matteowards thoughts on how our actions today could shape the future#isourplanethappy #actonclimate #climatechangeimpact #futureoftravel #actnow
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_98.jpeg,We cant keep rewarding polluters while the planet pays the price. Its time for G20 countries to shift fossil fuel subsidies towards a just energy transition. The future is renewable. The future is now. Bit.ly/G20Subsidies #ClimateWeekNYC,we cant keep rewarding polluters while the planet pays the price its time for g20 countries to shift fossil fuel subsidies towards a just energy transition the future is renewable the future is now bitlyg20subsidies #climateweeknyc
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_99.jpeg,Paris are you ready? Ten years after the Paris Agreement we re back to raise ambition for bold climate action! Join Climate Reality by attending our training from 28-30 March in Paris with Al Gore. Apply now to #ActonClimate! Link in bio.------------------------------------------------------------------------------------Paris es-tu pr te ? 10 ans apr s lAccord de Paris nous revenons avec de grandes ambitions pour le climat ! Rejoignez Climate Reality et suivez sa formation du 28 au 30 mars avec Al Gore   Paris. Postulez maintenant ! #actonclimate ! Lien dans bio.,paris are you ready ten years after the paris agreement we re back to raise ambition for bold climate action join climate reality by attending our training from 2830 march in paris with al gore apply now to #actonclimate link in bioparis estu pr te 10 ans apr s laccord de paris nous revenons avec de grandes ambitions pour le climat rejoignez climate reality et suivez sa formation du 28 au 30 mars avec al gore paris postulez maintenant #actonclimate lien dans bio
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_100.jpeg,Its 7 PM on Friday / Its ninety-five degrees   and extreme heat is no longer just a summer vibe it s a deadly threat. The heat is unbearable here and around the world and we must rise up against #fossilfuels and fight for a much cooler sustainable future. Head over to our website to read more about #heatwaves.Climaterealityproject.org/blog.,its 7 pm on friday its ninetyfive degrees and extreme heat is no longer just a summer vibe it s a deadly threat the heat is unbearable here and around the world and we must rise up against #fossilfuels and fight for a much cooler sustainable future head over to our website to read more about #heatwavesclimaterealityprojectorgblog
