Caption,Image Link,Eng. Rate by Followers,Date,Type
Want to try breaking a world record? Hate deep sea mining? Got a stone and a pen?On Saturday July 6th thousands of people around the world will rise up to stop deep sea mining and deliver a message to politicians: later in the year we will gather all the pebbles with the objective to break the Guinness World Record for a display of painted stones 🏆 The deep ocean is full of wonders including the mysterious ghost octopus 👻🐙 They lay their eggs on sponges that grow on small rocks on the seafloor - the same rocks that deep sea mining companies want to mine the ocean for 😡World leaders are meeting next month to discuss the future of deep sea mining so it’s a crucial time to show your resistance. Contact your local Greenpeace group for more details on how you can get involved 💪 #StopDeepSeaMining,https://imgs.socialinsider.io/instagram/2024/06/greenpeace_18052758346680000.jpeg,0.27118,2024-06-30 02:06 PM,reel
Whats your penguin name? Find out post it below and have a great World Penguin Day!!!🐧,https://imgs.socialinsider.io/instagram/2024/04/greenpeace_17926452767776713.jpeg,0.27028,2024-04-25 01:00 PM,CAROUSEL_ALBUM
Were not crying youre crying!! 😭.Time is running out for our blue planet. Climate change pollution and overfishing are pushing our oceans to the brink of collapse. But we can still build ocean sanctuaries to provide a vibrant environment for marine life..Remember your choices can help to heal and lead to a different future..Share this video and sign the petition in the link in bio....#ProtectTheOceans #StopDeepSeaMining,https://imgs.socialinsider.io/instagram/2024/10/greenpeace_18051716881928024.jpeg,0.26962,2024-10-15 06:34 AM,reel
FACT: The damage from Hurricane Helene is estimated to be OVER US$145 billion.REMINDER: The people responsible for making these storms worse have been making record profits.Our hearts are with everyone facing the devastation of #HurricaneHelene especially the families that have lost loved ones. Relief efforts are desperately needed and recovery will take some time.Don’t let this moment pass. Demand that fossil fuel corporations pay for extreme weather damages.Sign the petition link in bio greenpeace#stopdrillingstartpaying #NorthCarolina #Asheville,https://scontent-fra3-1.cdninstagram.com/v/t51.29350-15/461732400_1064975522007575_8159470152417217799_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=101&ccb=1-7&_nc_sid=18de74&_nc_ohc=wKh_hWs5Nx4Q7kNvgFQsLRU&_nc_oc=AdhnQ1oejkNdtXX9MdJZ7KXxQbz--2bXDc5S9JgIzzhWIMuTpv4tjw9yDXBQuLmv7e0&_nc_zt=23&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=SUj1Hh1zB0SrGivie89qvQ&oh=00_AYH1Mt30jCCPD-DnnsNO9K1YASXLGS6fQPbGmN8zfw-rFQ&oe=67DE920B,0.26647,2024-10-01 04:49 PM,CAROUSEL_ALBUM
Today is #ZeroWasteDay! ⁣⁣Did you know that a garbage truck load of clothes is dumped or burned every second? That’s the equivalent of 92M tonnes of textile waste pile up yearly.⁣⁣Buy less live more.⁣⁣Unsustainable consumption fuels environmental destruction and injustice piling up waste so vast it’s visible from space.⁣⁣Let’s make the lower levels of this pyramid our new normal.⁣⁣🎨​ credit to the brilliant sarahlazarovic⁣⁣via greenpeace_canada⁣⁣#buyless #wasteless #zerowaste #fastfashion #marketing #advertising #reuse #refill #secondhand #borrow #thrift #swap ⁣,https://imgs.socialinsider.io/instagram/2025/03/greenpeace_17972232305713183.jpeg,0.26496,2025-03-30 11:00 AM,IMAGE
The #Paris2024 crowd is feeling the heat as this years #Olympics could be the hottest ever. 🥵🥵 Ironically lead sponsor Toyota boasts the highest carbon emissions among all sponsors according to the New Weather Institute.Reportedly 98% of the cars Toyota sells today still run on fossil fuels. 14 athletes have signed an open letter requesting the Olympic Committee replace Toyota with a true EV leader. Additionally 120 scientists have asked to drop Toyotas hydrogen Mirai as the official vehicle of the Games given that 96% of the world’s hydrogen still comes from fossil fuels like methane gas.In 2022 Toyota contributed to 1.5% of the world’s total carbon emissions with the cars they sold. With millions of people threatened by scorching temperatures wildfires and record-setting storms Toyota must reverse its course on climate.Ask #Toyota to end fossil fuel cars. Link in bio.#ParisOlympics #Toyota #DriveChange #ActOnClimate #GreenpeaceImage source: imgflip.com / Beckham (Netflix),https://imgs.socialinsider.io/instagram/2024/08/greenpeace_18036296071879845.jpeg,0.26107,2024-08-03 04:30 AM,IMAGE
Indigenous activists from the Awyu and Moi Peoples of Tanah Papua employed traditional ceremonies to call on Indonesia’s Supreme Court this week to protect their traditional land and forests from destruction for palm oil plantations. They held prayers rituals and performed dances in front of the Supreme Court building in Jakarta and also brought a piece of their homeland as a symbol to hand over to the court.“The legal struggle of the Awyu and Moi Peoples is an honourable effort for the sake of their customary forests for the lives of their children and grandchildren and indirectly for the sake of all of us. We invite the public to support the struggle of the Awyu and Moi and speak out about saving Papuas forests our stronghold in facing the climate crisis. - Sekar Banjaran Aji Greenpeace Indonesia forest campaigner#StandwithAwyu #SavePapuanForests #ClimateJustice #Indonesia,https://imgs.socialinsider.io/instagram/2024/06/greenpeace_18009630527400308.jpeg,0.25803,2024-06-02 07:55 AM,CAROUSEL_ALBUM
Why should the ultra-rich be allowed to fly private as if there’s no climate crisis while the rest of the world battles extreme weather and inequality? olifro.st explains why private jet emissions are something we could REALLY do without... ✈️🐹Tap the link in our Instagram bio to join the movement to #BanPrivateJets.#privatejets #jets #climatecrisis #fightinequality #luxuryemissions,https://imgs.socialinsider.io/instagram/2024/10/greenpeace_17921727686887807.jpeg,0.25736,2024-10-28 12:20 PM,reel
Some things should never change—especially the Amazon rainforest. Yet within our lifetime an area twice the size of mainland France has been lost.And no it’s not dwarves mining away in the forest. It’s illegal gold mining corporations and industrial agriculture burning and razing the land for quick profit.If we allow this to continue the world’s largest rainforest will reach a point of no return within the coming years.The survival of the Amazon depends on all of us—and we in turn depend on her to build a liveable future.🌿 Sign the petition now → Link in Bio#RespectTheAmazon #SnowWhite #Disney #SnowWhite2025,https://imgs.socialinsider.io/instagram/2025/03/greenpeace_18028461419368509.jpeg,0.25475,2025-03-26 11:15 AM,CAROUSEL_ALBUM
As 2024 was determined as the hottest year in recorded history devastating fires are raging right now in both Los Angeles county and Nahuel Huapi National Park in southern Argentina. The impact and images of the fires are heartbreaking.⁣.⁣The fires in Los Angeles county have already caused tens of thousands people to evacuate destroyed thousands of acres and displaced thousands of wildlife and pets. Communities in California are paying the ultimate price while corporations rake in record profits and pay nothing for the damage they cause.⁣.⁣In Argentina the loss of forests not only leaves a void in the landscape but intensifies droughts and floods threatens the survival of unique species and hits hard on local communities facing the saddest and most profound consequences of this destruction.⁣.⁣These images are reminders of our collective suffering across national borders.⁣ Our hearts go out to those who are experiencing the unfolding tragedy in Southern California and Argentina. We must support each other. We must stand beside our family friends neighbors and strangers to ensure further safety and survival. We must demand fossil fuel corporations stop fueling the climate crisis and start paying for the damage they are causing to life on our planet.⁣⁣California credit: © David McNew / Greenpeace⁣Argentina credit: Administración de Parques Nacionales - Argentina,https://imgs.socialinsider.io/instagram/2025/01/greenpeace_17995232411746021.jpeg,0.25242,2025-01-10 09:27 PM,CAROUSEL_ALBUM
Imagine destroying one of the world’s most remote ancient and untouched ecosystems for profit.⁣⁣Norway wants to be one of the first countries in the world to start deep sea mining - and they want to do it in the ARCTIC 😓⁣⁣We can’t let them get away with this. Share this video to raise the alarm 📣⁣⁣#StopDeepSeaMining,https://imgs.socialinsider.io/instagram/2024/08/greenpeace_18016560890255822.jpeg,0.2513,2024-08-30 06:00 AM,reel
The Amazon has seen a dangerous SURGE in fires up 120% since last year according to Brazil’s Fire Monitoring Program.⁣⁣Oil and gas corporations want to blame YOU for emissions rises so they can continue to profit from destruction ☠️. We must fight back.⁣⁣Don’t let big oil get away with it. It’s time they #StopDrillingStartPaying⁣⁣👉 Join the movement - sign the petition. Link in bio greenpeace⁣⁣#Brazil #Amazon #Pantanal #Exxon #Petrobras,https://imgs.socialinsider.io/instagram/2024/10/greenpeace_18011946491384614.jpeg,0.24936,2024-10-11 08:02 PM,CAROUSEL_ALBUM
Five Just Stop Oil climate activists have been sentenced to 4-5 YEARS in prison simply for wanting to protest PEACEFULLY against the ever-worsening climate crisis.Peaceful protest is a democratic right. This crackdown on climate activists has spiralled out of control.It’s absurd to jail peaceful protesters while giving a free pass to the Big Polluters robbing us of a habitable planet.#WholeTruthFive #DefendTheDefenders #climatejustice #RightToProtest #JustStopOil,https://imgs.socialinsider.io/instagram/2024/07/greenpeace_17866083762173576.jpeg,0.24821,2024-07-26 10:44 AM,CAROUSEL_ALBUM
It is RIDICULOUS that multi-billion dollar oil giants like Energy Transfer Shell and ENI are trying to sue Greenpeace to silence our investigations and intimidate our movement.⁣⁣It’s about time these oil and gas corporations stop the legal intimidation and start taking responsibility for the climate DAMAGE they are causing.⁣⁣Big Oil is trying to silence anyone who holds them to account but together we can stop them.⁣⁣Share if you AGREE that protest is crucial when we’re facing a GLOBAL CRISIS.⁣We Will Not Be Silenced.⁣⁣#ImWithGreenpeace #StopDrillingStartPaying #WeWillNotBeSilenced⁣,https://imgs.socialinsider.io/instagram/2024/11/greenpeace_18049898638954045.jpeg,0.24296,2024-11-12 03:00 PM,IMAGE
It’s time to make polluters pay! #StopDrillingStartPaying,https://imgs.socialinsider.io/instagram/2024/06/greenpeace_17962883816774657.jpeg,0.24294,2024-06-23 07:55 PM,IMAGE
🙅‍♀️ We can’t let deep sea mining in the Arctic go ahead! Norway knows their plans could cause irreversible damage to the ecosystem so why is the Norwegian Prime Minister jonasgahrs still gambling with the future of the Arctic?It’s not too late to take action. Share this post and tag jonasgahrs to make your resistance heard.#StopDeepSeaMining,https://scontent-fra3-1.cdninstagram.com/v/t51.71878-15/460501097_959609819260812_7541918219282268464_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ccb=1-7&_nc_sid=18de74&_nc_ohc=7Jy6HAaskFcQ7kNvgFqA5yO&_nc_oc=AdhB7an5N4hK069dlqTRpbN8UKZARouDuV40mwriw1GbLE4jUwG5zp7rS2o9WY23-ag&_nc_zt=23&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=qaY4Q2188_KutXvOA6vwKg&oh=00_AYGZdnaXa1a2Hu6hhTR9M1_3_hJwsQkDANp3dvtzCFflRA&oe=67DE9994,0.23902,2024-09-20 08:00 PM,CAROUSEL_ALBUM
Fossil gas isn’t clean energy—no matter how much oil and gas companies try to greenwash it! ⁣⁣Wind and solar are. ⁣⁣To keep global heating below 1.5°C we must invest in renewables now and urgently phase out fossil gas coal and oil.⁣⁣Join our call to #StopFossilGas⁣ ➡️ act.gp/stopfossilfuels (link in bio) ⁣⁣#WorldCleanEnergyDay,https://imgs.socialinsider.io/instagram/2025/01/greenpeace_18033444890572874.jpeg,0.23881,2025-01-26 12:02 PM,CAROUSEL_ALBUM
Big oil has known about the harmful effects of fossil fuels on climate change since at least the 1970s but chose to spend billions of US dollars spreading misinformation. This strategy including funding think tanks to cast doubt on climate science has delayed global efforts to combat global warming.Equinor was reportedly fined NOK 50 million in 2005 for price manipulation in Sweden. Total was fined EUR 500000 in France in 2018 for paying bribes to secure a major gas contract in Iran in 1997.BP’s Deepwater Horizon oil spill in 2010 spilled millions of barrels of oil into the Gulf of Mexico causing extensive damage to livelihoods marine life and habitats. In 2004 BP promoted the term ‘carbon footprint’ to shift blame for global heating onto individuals deflecting attention from big oil corporations.In the 1960s Texaco (now Chevron) dumped billions of gallons of toxic wastewater into rivers polluting groundwater and farmland. According to Amazonwatch Chevron disregarded environmental regulations earning an extra US$5 billion over 20 years. In 2016 Indigenous communities and farmers won a court judgement against Chevron but the company refused to pay.Since Shell arrived in 1958 Nigeria’s Ogoniland once fertile suffered from toxic spills. Ken Saro-Wiwa led peaceful resistance against Shell protesting its exploitation of Ogoniland. Under Saro-Wiwa’s leadership locals challenged Shell and Nigeria’s military regime leading to violent crackdowns. Ken Saro-Wiwa and 8 colleagues were wrongfully convicted and executed by the Nigerian government on November 10 1995.Big oil’s contribution to climate change has worsened extreme weather disasters causing significant financial and social costs for affected communities. The recovery burden falls on those least able to handle such crises. It’s time we ask: Who pays?How would you rate the legacy of big oil corporations? Tell us in the comments 👀✊...#stopdrilingstartpaying,https://imgs.socialinsider.io/instagram/2024/07/greenpeace_18135293914342131.jpeg,0.23509,2024-07-12 01:10 PM,CAROUSEL_ALBUM
A not so gentle reminder..#StopDrillingStartPaying #EndFossilFuels #MakePollutersPay,https://imgs.socialinsider.io/instagram/2024/07/greenpeace_18063148810592755.jpeg,0.23429,2024-07-18 09:05 PM,IMAGE
We’re obsessed with this ultra-rare moment of a deep sea anglerfish coming up to the surface of the ocean 🥺⁣⁣Will you listen to its call and help protect the deep sea? Petition link in bio here ➡️⁣⁣It is a great reminder of the mysterious animals living in the deep that are threatened worldwide by destructive human activities like the emerging deep sea mining industry. Save deep sea creatures like anglerfish by signing the petition.⁣⁣🎥 jara.natura vidamarina.tenerife condrik_tenerife⁣#StopDeepSeaMining #seadevil #anglerfish #oceanstories,https://imgs.socialinsider.io/instagram/2025/02/greenpeace_18299473996213757.jpeg,0.23366,2025-02-21 08:14 PM,reel
The global private jets fleet has more than doubled in two decades. The super rich are flying their private jets whenever they feel like it sometimes for less than 15 minutes.This is outrageous. To tackle the climate crisis fairly we need to cut luxury emissions like the ones from private jets first.Go to greenpeace.org/banprivatejets or tap the link in our Instagram bio to join the movement to #BanPrivateJets,https://imgs.socialinsider.io/instagram/2024/08/greenpeace_18025333073354734.jpeg,0.23347,2024-08-27 01:15 PM,IMAGE
Have you heard of the Banana Hole?🍌 It might not be what you think it is…⁣⁣Norway is planning to mine the deep sea in this area in the Arctic that whales and dolphins call home 😢⁣⁣But the good news is that they haven’t started yet and we have a chance to stop them! ⁣⁣Share this post and tag the Norwegian Prime Minister jonasgahrs to urge him to stop deep sea mining.⁣⁣#StopDeepSeaMining,https://imgs.socialinsider.io/instagram/2024/08/greenpeace_18018861557581876.jpeg,0.23299,2024-08-19 02:51 PM,CAROUSEL_ALBUM
...and we must protect it!⁣⁣Leave a 🌏 in the comments if you agree everyday should be #EarthDay💚,https://imgs.socialinsider.io/instagram/2024/04/greenpeace_18006900230435318.jpeg,0.23158,2024-04-22 09:45 PM,IMAGE
Here are some facts about the Climate Justice Delivery Service:⁣⁣🌪️ The service was established in 2024 to deliver debris from extreme weather events to the doorsteps of oil corporations. ⁣⁣🏚️ Destroyed items donated by survivors of extreme weather events such as floods wildfires and storms are collected and sent to big oil and gas corporations to highlight how their operations are destroying lives and communities.⁣⁣Extreme weather events including typhoons and floods are becoming more frequent and more severe  due to climate change caused by the burning of oil and gas. Homes are destroyed lives are claimed and people are forced to move.⁣⁣🧸 Debris including items like damaged children’s toys and furniture have been gathered with extreme weather survivors in countries like Brazil the Philippines and South Africa. The collected debris presents the damage caused by global warming.⁣⁣💀 Fossil fuels drilled by major oil companies such as Shell BP and Exxon are releasing greenhouse gases that heat the planet. To keep global warming below 1.5°C the use of oil and gas must be stopped. This includes halting all new fossil fuel projects and transitioning to renewable energy like wind and solar.⁣⁣A demand is being made by Greenpeace for oil and gas companies to stop drilling switch to clean energy and take responsibility by paying for the damage caused by global warming. The goal is to protect the planet for future generations.⁣⁣As more and more people are standing against Big Oil the industry gets desperate. It is now trying to use lawsuits to continue with its toxic business as usual. Corporations like Shell ENI TotalEnergies and energytransferlp have taken Greenpeace organisations to court. Using lawsuits against activists organisations and indigenous leaders Big Oil is trying to silence those standing to protect the earth. ⁣⁣Big Oils desperation shows we’re making an impact. Share to demand that Big Oil takes responsibility. Sign the #StopDrillingStartPaying -petition: link in bio greenpeace ✊⁣.⁣.⁣.⁣#ClimateJustice #ClimateJusticeDelivery⁣,https://imgs.socialinsider.io/instagram/2024/11/greenpeace_18070588636640593.jpeg,0.23023,2024-11-18 05:16 PM,CAROUSEL_ALBUM
🔥 Brazil is on fire 🔥 In August the fires in the Amazon Cerrado and Pantanal increased dramatically. Impunity and the lack of effective action are destroying Brazil’s biomes and putting people’s health at risk. Amid yet another heatwave and dry weather the effects are being felt throughout the country.We need urgent actions: punishing those responsible prevention and combating deforestation. Let’s put pressure on banks and governments to act now and stop funding those who profit from deforestation! Check out the link in bio to learn more.....#WorldAmazonDay #BancandoAExtinção #DesmatamentoZero #Brazil #BrazilFires,https://imgs.socialinsider.io/instagram/2024/09/greenpeace_18028288922073078.jpeg,0.22989,2024-09-06 12:25 AM,CAROUSEL_ALBUM
Here are 18 animals you might not have heard of that tragically went extinct in the last century.Around 1 million species now face extinction many within the next few decades. Experts say we are in the midst of a mass extinction – the sixth such major die-off event that scientists have documented in Earth’s history.The UN Biodiversity #COP16 currently taking place in Cali Colombia is a critical opportunity to change course on a more global scale and make the radical systemic changes that our planet desperately needs.⁣⁣Tap the link in our Instagram bio to read more and take action⁠⁣⁣⁣#biodiversity #biodiversitycrisis #climatecrisis #ecosystems #COP16Colombia #COP16 ⁣#greenpeace #wildlife #extinction #massextinction,https://imgs.socialinsider.io/instagram/2024/10/greenpeace_18075468037584996.jpeg,0.22748,2024-10-29 12:34 PM,reel
BREAKING: We’ve just taken the climate crisis to Shell’s front door.⁣⁣Greenpeace UK activists have surrounded the oil giant’s HQ with once-cherished belongings from communities wrecked when typhoons recently struck the Philippines.⁣⁣Ordinary people in the Philippines and elsewhere across the world are the ones having to pay for damage being caused by ever-worsening floods fires and storms.⁣⁣All the while Big Oil giants like Shell are making billions in profit by doubling down on fossil fuels which is driving the climate crisis we see all around us.⁣⁣We’re at breaking point - which is why we’re demanding that Big Oil is made to pay for its climate damage. If you’re with us sign our urgent petition now (link in bio)⁣⁣#Philippines #Typhoon #ClimateCrisis #ClimateChange #Shell #MakeShellPay #StopDrillingStartPaying⁣,https://scontent-fra3-1.cdninstagram.com/v/t51.29350-15/475455921_942801321308881_3409725114862386467_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=101&ccb=1-7&_nc_sid=18de74&_nc_ohc=l-EkZ77qsPcQ7kNvwFGr1KK&_nc_oc=AdlA6BAbWNfq_14fyUIQ8Va8j0o82d8ZX-T5e_oxS5U3gVTAZYtRz_GVi139G39XHn8&_nc_zt=23&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=PVA6SkJBF0YhWBm71XL6cg&oh=00_AfEgfPh_rVuVb12YdlBe7JbSmrtIdbwLc_Paq4ogs5lxnA&oe=68072A39,0.22783,2025-02-12 01:36 PM,CAROUSEL_ALBUM
🚨TRILLIONS of dollars in subsidies and investments continue to finance the destruction of natural ecosystems each year⁣⁣Banks like @‌santander.global @‌bnpparibas @‌deutschebank and @‌societegenerale are financing sectors associated with a high deforestation risk in South America and South East Asia bankrolling corporations like @‌proudtobebunge and @‌cargill (soya maize cocoa animal feed) @‌nossajbs and @‌marfrig.mrfg3 (meat producers) or Royal Golden Eagle (RGE) and @‌sinar_masid (palm oil and pulpwood).⁣⁣THIS NEEDS TO STOP ⛔⁣⁣Tap the link in our Instagram bio (greenpeace) to tell governments to stop the billions of dollars giant banks from financing nature-destroying companies⁣⁣#NatureDestruction #DefundNatureDestruction #Banks #Finance #InternationalFinance #deforestation #MeatAndDairy #IndustrialAgriculture #ForestProtection #Biodiversity #BiodiversityCrisis,https://imgs.socialinsider.io/instagram/2024/07/greenpeace_18034243697296525.jpeg,0.22739,2024-07-28 03:05 PM,CAROUSEL_ALBUM
The time has come to deliver belongings destroyed by extreme weather to the doorsteps of oil corporations. ⁣⁣Who should receive a delivery next? ⁣⁣Let us know in the comments 👀⁣⁣#stopdrillingstartpaying #climatejusticedelivery ⁣,https://imgs.socialinsider.io/instagram/2024/11/greenpeace_18030005183164781.jpeg,0.22731,2024-11-27 02:16 PM,reel
💚💚 if you agree!,https://imgs.socialinsider.io/instagram/2025/04/greenpeace_17868229431350709.jpeg,0.2266,2025-04-06 03:30 AM,IMAGE
It’s time to resist.⁣⁣Days before Canadians head to vote Greenpeace Canada illuminated Niagara Falls to call out the billionaires oligarchs and corporate bullies are attacking our rights and freedoms and will stop at nothing – even weaponizing the legal system to crush dissent and silence environmental activism.⁣⁣This a call to fight for a world where collective solidarity replaces individualism and corporate greed.⁣⁣A call to resist together.,https://imgs.socialinsider.io/instagram/2025/04/greenpeace_18064861975966000.jpeg,0.22527,2025-04-16 08:02 PM,CAROUSEL_ALBUM
You can’t sue a rainbow 🌈 ⁣⁣No matter what happens in any courtroom – our global intersectional climate movement will  only keep growing stronger and louder 💚🌎⁣⁣#WeWillNotBeSilenced ⁣⁣The fossil fuel industry is desperate to silence and divide us — but we will always defend the right to peaceful protest. And we will continue to do what we have always done: advocate for the planet for justice and for future generations.⁣,https://imgs.socialinsider.io/instagram/2025/03/greenpeace_18063522976806272.jpeg,0.21967,2025-03-20 01:10 AM,IMAGE
✨GOOD NEWS✨⁣⁣World leaders are at deep sea mining negotiations right now where FOUR more governments have just announced they are calling for a halt on deep sea mining! 🌊⁣⁣This takes the total to THIRTY ONE countries! Thank you Tuvalu Malta Guatemala and Honduras 👏⁣⁣Who’s next? 👀⁣⁣#StopDeepSeaMining #ISBA29 ⁣,https://imgs.socialinsider.io/instagram/2024/07/greenpeace_18447195346026207.jpeg,0.21818,2024-07-31 03:00 PM,IMAGE
Just within these past couple of weeks many parts of Asia faced or are facing devastating floods which have impacted the lives of hundreds and thousands. ⁣⁣These images are reminders of our collective suffering across national borders.⁣⁣We stand in solidarity with those impacted by this disaster and hope that rescue and relief operations reach them soon.⁣⁣Image one: An man is carrying a television set in the flood-affected Jakhalabandha in Nagaon District of Assam India on July 13 2024. 📷: Anuwar Hazarika/NurPhoto via Getty Images. ⁣⁣Image two: A man wades through a flooded street during heavy rainfall in Lahore on August 1 2024. 📷: SYED MURTAZA/AFP/Getty Images.⁣⁣Image three: People are wading through the flood in Kathmandu Nepal on July 31 2024. 📷: Subaas Shrestha/NurPhoto via Getty Images.⁣⁣Image four: Aerial view of water gushing out from sluiceways of the Xiaolangdi Reservoir on the Yellow River on July 24 2024 in Jiyuan Henan Province of China. The Xiaolangdi Reservoir has continued to release floodwater since July 18. 📷: VCG/VCG via Getty Images.⁣⁣Image five: Residents struggle to wade through almost neck-deep floods and evacuate to safety in San Mateo Rizal typhoon Gaami and monsoon repercussions in the 🇵🇭Philippines. 📷: Noel Celis / Greenpeace⁣⁣⁣#ClimateCrisis #ClimateChange #EndFossilFuels #StopDrillingStartPaying #SaveThePlanet #Greenpeace greenpeaceindia greenpeace.southasia greenpeaceph #pakistan #nepal #philippines #india,https://imgs.socialinsider.io/instagram/2024/08/greenpeace_18016104752407023.jpeg,0.21327,2024-08-02 05:45 AM,CAROUSEL_ALBUM
This is what deforestation looks like in Argentina. Clearing and deforestation are aggressively advancing on the native forests of northern Argentina according to a recent report from greenpeacearg based on satellite monitoring imagery.To understand the magnitude of the damage caused these images show some of the highlights from this new investigation along with part of the photographic survey of cleared areas. Learn more in the link in our bio. .📸: Alejandro Espeche and Martin Katz .#Deforestation #Argentina #Greenpeace,https://imgs.socialinsider.io/instagram/2024/05/greenpeace_18047364274672856.jpeg,0.21089,2024-05-10 08:21 PM,CAROUSEL_ALBUM
Commemorating the 79th anniversary of Indonesias independence on 17 August 2024 GreenpeaceID activists unfurled a giant red banner Indonesia is not for sale Merdeka! (Freedom) close to Indonesias new capital city Nusantara (IKN) in East Kalimantan.This action was a part of activities held together with numerous civil society organisations and local residents who are voicing various concerns about environmental damage caused by the IKN development also about the weakening of democracy in the country.IKN is a microcosm of what’s impacted the island of Kalimantan (Borneo) over past decades. Indonesian government collusion with pulpwood and palm oil oligarchs has been the main driver for the loss of 15 million hectares of forest. At least 150000 orangutans have been lost.The IKN that he (Indonesian president Joko Widodo) is proud of is in fact a haphazard and reckless project that takes away the rights of indigenous and local communities. It only provides the red carpet for oligarchs. - Arie Rompas Greenpeace Indonesia Campaign Leader#PeopleOverProfit #ClimateCrisis #Indonesia,https://imgs.socialinsider.io/instagram/2024/08/greenpeace_18059579467648364.jpeg,0.20593,2024-08-19 09:24 AM,CAROUSEL_ALBUM
“Fossil fuel companies are the godfathers of climate chaos.”It’s time to make climate polluters pay.⁣⁣Share to stories if you agree ✊🏽​✊🏻​✊🏿​✊🏾​✊🏼​⁣⁣#StopDrillingStartPaying,https://imgs.socialinsider.io/instagram/2024/06/greenpeace_18041190526855297.jpeg,0.2036,2024-06-06 04:27 PM,reel
That’s what the average person would lose if current levels of air pollution persist according to new data from the latest #AQLI report by UChiEnergy.⁣⁣The data makes clear that particulate pollution remains the world’s greatest external risk to human health with the impact on life expectancy comparable to that of smoking more than 4x that of high alcohol use and more than 5x that of transport injuries like car crashes. ⁣⁣Learn more through the link in bio 👆,https://imgs.socialinsider.io/instagram/2024/08/greenpeace_17921526041852851.jpeg,0.20322,2024-08-28 01:05 PM,IMAGE
Can’t you see we’re busy over here heating up the planet causing sea levels to rise and making bushfires floods and cyclones more frequent and extreme?!? 😡😡😡⁣⁣The cost of the damages falls on ordinary people.⁣⁣It is time we make fossil fuel corporations pay their fair share for the damages of extreme weather events. ⁣⁣Tap the link in our Instagram bio to sign the petition⁣⁣#StopDrillingStartPaying,https://imgs.socialinsider.io/instagram/2024/09/greenpeace_18051617236862366.jpeg,0.20038,2024-09-09 03:20 PM,IMAGE
🗣️We the people demand a signed sealed and delivered Global #PlasticsTreaty that drastically cuts plastic production! ✍️⁣⁣In just 2 weeks world leaders meet in Busan South Korea for the critical fifth and final round of 🇺🇳 UN Plastics Treaty talks. ⁣⁣📣 Thats why on November 24th we’re delivering our STRONG global petition backed up by millions of you to ensure world leaders get it right! ⁣⁣We demand world leaders champion a treaty that will: ⁣✅Drastically cut plastic production! ⁣✅Invest in reuse and refill alternatives! ⁣✅Drive a just transition that supports communities most impacted by the plastic crisis! ⁣⁣☝️ Tap on the link in bio to add your name! ⁣⁣🎨witandwisdom.tv⁣.⁣.⁣.⁣#Plastics #BreakFreeFromPlastic #ClimateCrisis #FossilFuels #EndOil #plasticpollution #realsolutions #plasticfree #zerowaste #Reuse #Refill #INC5 #RainbowWarrior⁣,https://imgs.socialinsider.io/instagram/2024/11/greenpeace_17942135813919342.jpeg,0.19953,2024-11-11 04:34 AM,IMAGE
🐦‍⬛ 🍬 🌱 🤮 A NEW MICROPLASTIC STUDY EVERY WEEK SHOULD NOT BE THE NEW NORMAL! ⏳ It’s time to stop the plastic crisis for the health of people and planet and turn off the (micro)plastic tap!Tell world leaders to step up in 2025 and deliver a strong Global #PlasticsTreaty that cuts plastic production! Go to greenpeace.org/PlasticsTreaty or tap the link in our Instagram bio to add your voice ​✊🏿​✊​✊🏾✊🏻​✊🏽​#microplastics #BreakFreeFromPlastic #ClimateCrisis #BiodiversityCrisis #plastics #fossilfuels #plasticpollution #realsolutions #plasticfree #zerowaste #reuse #refill #food,https://imgs.socialinsider.io/instagram/2025/04/greenpeace_18095431504552479.jpeg,0.1972,2025-04-07 12:41 PM,CAROUSEL_ALBUM
Who picks up the bill for climate change?⁣⁣Governments have seemed happy to let the fossil fuel industry off the hook but new findings show a Climate Damages Tax on industry profits could raise $900 BILLION to help those most affected repair and recover.⁣⁣Tag the G7 leaders meeting currently in Turin and demand they make polluters pay 👇⁣⁣giorgiameloni emmanuelmacron joebiden justinpjtrudeau olafscholz rishisunakmp shinzoabe⁣⁣#MakePollutersPay #StopDrillingStartPaying,https://imgs.socialinsider.io/instagram/2024/04/greenpeace_17963271779742017.jpeg,0.19662,2024-04-30 06:53 PM,CAROUSEL_ALBUM
